"1995-1996 County To County Migration Inflows",,,,,,Indiana,,,,,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,,,,
,,,,,,,,,,,
"Migration Into",,"Migration From",,,,Number,Number,Aggregate,,,
18,113,18,113,IN,"Noble County Non-Migrants",14445,34695,520815,,,
18,113,18,003,IN,"Allen County",210,427,7048,,,
18,113,18,087,IN,"Lagrange County",158,323,4045,,,
18,113,18,033,IN,"De Kalb County",149,284,3512,,,
18,113,18,183,IN,"Whitley County",82,160,2193,,,
18,113,18,085,IN,"Kosciusko County",69,152,1525,,,
18,113,18,039,IN,"Elkhart County",56,127,1370,,,
18,113,18,151,IN,"Steuben County",30,58,800,,,
18,113,17,031,IL,"Cook County",21,52,558,,,
18,113,48,215,TX,"Hidalgo County",18,35,204,,,
18,113,18,069,IN,"Huntington County",12,22,323,,,
18,113,18,097,IN,"Marion County",10,16,254,,,
18,113,21,119,KY,"Knott County",10,28,128,,,
18,113,58,000,SS,"Other Flows - Same State",95,194,2371,,,
18,113,59,000,DS,"Other Flows - Diff State",322,760,7935,,,
18,113,59,001,DS,"Other Flows - Northeast",15,35,309,,,
18,113,59,003,DS,"Other Flows - Midwest",130,288,3658,,,
18,113,59,005,DS,"Other Flows - South",133,345,2953,,,
18,113,59,007,DS,"Other Flows - West",44,92,1016,,,
18,115,96,000,IN,"Ohio County Tot Mig-US & For",169,361,4590,,,
18,115,97,000,IN,"Ohio County Tot Mig-US",169,361,4590,,,
18,115,97,001,IN,"Ohio County Tot Mig-Same St",92,194,2385,,,
18,115,97,003,IN,"Ohio County Tot Mig-Diff St",77,167,2205,,,
18,115,18,115,IN,"Ohio County Non-Migrants",2103,5057,73301,,,
18,115,18,029,IN,"Dearborn County",48,103,1261,,,
18,115,39,061,OH,"Hamilton County",29,62,871,,,
18,115,18,155,IN,"Switzerland County",26,48,507,,,
18,115,58,000,SS,"Other Flows - Same State",18,43,618,,,
18,115,59,000,DS,"Other Flows - Diff State",48,105,1334,,,
18,117,96,000,IN,"Orange County Tot Mig-US & For",363,805,7930,,,
18,117,97,000,IN,"Orange County Tot Mig-US",363,805,7930,,,
18,117,97,001,IN,"Orange County Tot Mig-Same St",255,528,5623,,,
18,117,97,003,IN,"Orange County Tot Mig-Diff St",108,277,2306,,,
18,117,18,117,IN,"Orange County Non-Migrants",6052,13871,179122,,,
18,117,18,093,IN,"Lawrence County",78,175,1892,,,
18,117,18,175,IN,"Washington County",27,50,480,,,
18,117,18,037,IN,"Dubois County",22,31,146,,,
18,117,18,025,IN,"Crawford County",19,39,450,,,
18,117,18,101,IN,"Martin County",14,35,227,,,
18,117,58,000,SS,"Other Flows - Same State",95,198,2429,,,
18,117,59,000,DS,"Other Flows - Diff State",108,277,2306,,,
18,119,96,000,IN,"Owen County Tot Mig-US & For",594,1321,15247,,,
18,119,97,000,IN,"Owen County Tot Mig-US",594,1321,15247,,,
18,119,97,001,IN,"Owen County Tot Mig-Same St",506,1122,13112,,,
18,119,97,003,IN,"Owen County Tot Mig-Diff St",88,199,2135,,,
18,119,18,119,IN,"Owen County Non-Migrants",5460,12834,171591,,,
18,119,18,105,IN,"Monroe County",153,315,3888,,,
18,119,18,097,IN,"Marion County",114,248,2911,,,
18,119,18,021,IN,"Clay County",36,75,814,,,
18,119,18,133,IN,"Putnam County",36,95,911,,,
18,119,18,109,IN,"Morgan County",34,96,967,,,
18,119,18,055,IN,"Greene County",22,53,608,,,
18,119,18,063,IN,"Hendricks County",15,34,474,,,
18,119,18,167,IN,"Vigo County",13,28,386,,,
18,119,18,093,IN,"Lawrence County",12,23,225,,,
18,119,58,000,SS,"Other Flows - Same State",71,155,1929,,,
18,119,59,000,DS,"Other Flows - Diff State",88,199,2135,,,
18,121,96,000,IN,"Parke County Tot Mig-US & For",407,897,11977,,,
18,121,97,000,IN,"Parke County Tot Mig-US",407,897,11977,,,
18,121,97,001,IN,"Parke County Tot Mig-Same St",338,730,10197,,,
18,121,97,003,IN,"Parke County Tot Mig-Diff St",69,167,1780,,,
18,121,18,121,IN,"Parke County Non-Migrants",4931,11472,155859,,,
18,121,18,165,IN,"Vermillion County",59,128,1516,,,
18,121,18,167,IN,"Vigo County",59,137,1808,,,
18,121,18,097,IN,"Marion County",36,69,1004,,,
18,121,18,063,IN,"Hendricks County",26,54,1163,,,
18,121,18,107,IN,"Montgomery County",24,55,800,,,
18,121,18,045,IN,"Fountain County",23,51,425,,,
18,121,18,021,IN,"Clay County",21,45,629,,,
18,121,18,133,IN,"Putnam County",20,41,526,,,
18,121,58,000,SS,"Other Flows - Same State",70,150,2324,,,
18,121,59,000,DS,"Other Flows - Diff State",69,167,1780,,,
18,123,96,000,IN,"Perry County Tot Mig-US & For",295,610,6890,,,
18,123,97,000,IN,"Perry County Tot Mig-US",295,610,6890,,,
18,123,97,001,IN,"Perry County Tot Mig-Same St",180,348,4153,,,
18,123,97,003,IN,"Perry County Tot Mig-Diff St",115,262,2737,,,
18,123,18,123,IN,"Perry County Non-Migrants",6176,14288,191055,,,
18,123,18,147,IN,"Spencer County",59,112,1359,,,
18,123,18,037,IN,"Dubois County",30,61,652,,,
18,123,18,163,IN,"Vanderburgh County",19,34,408,,,
18,123,21,091,KY,"Hancock County",19,50,354,,,
18,123,18,173,IN,"Warrick County",10,19,253,,,
18,123,58,000,SS,"Other Flows - Same State",62,122,1482,,,
18,123,59,000,DS,"Other Flows - Diff State",96,212,2383,,,
18,125,96,000,IN,"Pike County Tot Mig-US & For",261,604,6294,,,
18,125,97,000,IN,"Pike County Tot Mig-US",261,604,6294,,,
18,125,97,001,IN,"Pike County Tot Mig-Same St",212,487,5256,,,
18,125,97,003,IN,"Pike County Tot Mig-Diff St",49,117,1037,,,
18,125,18,125,IN,"Pike County Non-Migrants",3987,9094,120448,,,
18,125,18,037,IN,"Dubois County",51,114,1241,,,
18,125,18,051,IN,"Gibson County",50,123,1057,,,
18,125,18,163,IN,"Vanderburgh County",28,64,629,,,
18,125,18,027,IN,"Daviess County",23,51,526,,,
18,125,58,000,SS,"Other Flows - Same State",60,135,1803,,,
18,125,59,000,DS,"Other Flows - Diff State",49,117,1037,,,
18,127,96,000,IN,"Porter County Tot Mig-US & For",3471,7372,126234,,,
18,127,97,000,IN,"Porter County Tot Mig-US",3423,7312,125805,,,
18,127,97,001,IN,"Porter County Tot Mig-Same St",2065,4299,71692,,,
18,127,97,003,IN,"Porter County Tot Mig-Diff St",1358,3013,54113,,,
18,127,98,000,IN,"Porter County Tot Mig-Foreign",48,60,429,,,
18,127,18,127,IN,"Porter County Non-Migrants",44537,105418,2100809,,,
18,127,18,089,IN,"Lake County",1427,3051,50906,,,
18,127,17,031,IL,"Cook County",338,779,16112,,,
18,127,18,091,IN,"La Porte County",241,475,7413,,,
18,127,18,073,IN,"Jasper County",56,105,1527,,,
18,127,18,097,IN,"Marion County",47,87,1370,,,
18,127,18,141,IN,"St Joseph County",38,77,1342,,,
18,127,17,043,IL,"Du Page County",37,84,1741,,,
18,127,18,039,IN,"Elkhart County",21,49,792,,,
18,127,18,157,IN,"Tippecanoe County",19,25,647,,,
18,127,04,013,AZ,"Maricopa County",17,28,448,,,
18,127,18,149,IN,"Starke County",17,36,398,,,
18,127,17,197,IL,"Will County",16,42,1175,,,
18,127,18,105,IN,"Monroe County",16,30,568,,,
18,127,57,005,FR,"Foreign - APO/FPO ZIPs",16,19,247,,,
18,127,17,091,IL,"Kankakee County",15,26,576,,,
18,127,17,097,IL,"Lake County",15,27,325,,,
18,127,18,099,IN,"Marshall County",15,33,393,,,
18,127,42,003,PA,"Allegheny County",15,35,1046,,,
18,127,18,167,IN,"Vigo County",14,23,321,,,
18,127,18,035,IN,"Delaware County",13,19,298,,,
18,127,26,125,MI,"Oakland County",13,29,798,,,
18,127,26,021,MI,"Berrien County",12,19,283,,,
18,127,42,077,PA,"Lehigh County",12,36,908,,,
18,127,06,037,CA,"Los Angeles County",11,23,319,,,
18,127,06,073,CA,"San Diego County",11,34,343,,,
18,127,17,119,IL,"Madison County",11,31,758,,,
18,127,18,003,IN,"Allen County",11,20,1938,,,
18,127,18,181,IN,"White County",11,21,181,,,
18,127,18,131,IN,"Pulaski County",10,25,314,,,
18,127,48,201,TX,"Harris County",10,23,368,,,
18,127,58,000,SS,"Other Flows - Same State",109,223,3284,,,
18,127,59,000,DS,"Other Flows - Diff State",825,1797,28912,,,
18,127,59,001,DS,"Other Flows - Northeast",99,214,4866,,,
18,127,59,003,DS,"Other Flows - Midwest",307,682,11307,,,
18,127,59,005,DS,"Other Flows - South",292,645,9005,,,
18,127,59,007,DS,"Other Flows - West",127,256,3734,,,
18,127,57,009,FR,"Foreign - Other flows",32,41,182,,,
18,129,96,000,IN,"Posey County Tot Mig-US & For",572,1178,19253,,,
18,129,97,000,IN,"Posey County Tot Mig-US",572,1178,19253,,,
18,129,97,001,IN,"Posey County Tot Mig-Same St",384,762,12280,,,
18,129,97,003,IN,"Posey County Tot Mig-Diff St",188,416,6973,,,
18,129,18,129,IN,"Posey County Non-Migrants",9442,23180,392295,,,
18,129,18,163,IN,"Vanderburgh County",265,520,8765,,,
18,129,18,173,IN,"Warrick County",34,71,1115,,,
18,129,18,051,IN,"Gibson County",31,60,853,,,
18,129,17,193,IL,"White County",18,43,750,,,
18,129,21,101,KY,"Henderson County",14,36,506,,,
18,129,18,097,IN,"Marion County",11,17,266,,,
18,129,17,059,IL,"Gallatin County",10,18,192,,,
18,129,58,000,SS,"Other Flows - Same State",43,94,1282,,,
18,129,59,000,DS,"Other Flows - Diff State",146,319,5526,,,
18,129,59,001,DS,"Other Flows - Northeast",10,31,490,,,
18,129,59,003,DS,"Other Flows - Midwest",49,87,1428,,,
18,129,59,005,DS,"Other Flows - South",74,172,3228,,,
18,129,59,007,DS,"Other Flows - West",13,29,380,,,
18,131,96,000,IN,"Pulaski County Tot Mig-US & For",338,737,7532,,,
18,131,97,000,IN,"Pulaski County Tot Mig-US",338,737,7532,,,
18,131,97,001,IN,"Pulaski County Tot Mig-Same St",266,575,5904,,,
18,131,97,003,IN,"Pulaski County Tot Mig-Diff St",72,162,1628,,,
18,131,18,131,IN,"Pulaski County Non-Migrants",4578,11043,148431,,,
18,131,18,149,IN,"Starke County",63,145,1164,,,
18,131,18,073,IN,"Jasper County",30,70,630,,,
18,131,18,089,IN,"Lake County",26,66,797,,,
18,131,18,181,IN,"White County",26,55,514,,,
18,131,18,017,IN,"Cass County",23,55,580,,,
18,131,18,127,IN,"Porter County",18,35,509,,,
18,131,18,049,IN,"Fulton County",16,39,479,,,
18,131,18,099,IN,"Marshall County",15,21,236,,,
18,131,18,091,IN,"La Porte County",13,21,249,,,
18,131,58,000,SS,"Other Flows - Same State",36,68,744,,,
18,131,59,000,DS,"Other Flows - Diff State",72,162,1628,,,
18,133,96,000,IN,"Putnam County Tot Mig-US & For",855,1847,24858,,,
18,133,97,000,IN,"Putnam County Tot Mig-US",855,1847,24858,,,
18,133,97,001,IN,"Putnam County Tot Mig-Same St",644,1393,18434,,,
18,133,97,003,IN,"Putnam County Tot Mig-Diff St",211,454,6424,,,
18,133,18,133,IN,"Putnam County Non-Migrants",9846,23281,341602,,,
18,133,18,097,IN,"Marion County",179,381,5571,,,
18,133,18,063,IN,"Hendricks County",125,286,3849,,,
18,133,18,021,IN,"Clay County",49,105,1243,,,
18,133,18,107,IN,"Montgomery County",46,103,1062,,,
18,133,18,119,IN,"Owen County",45,110,1092,,,
18,133,18,167,IN,"Vigo County",24,42,825,,,
18,133,18,121,IN,"Parke County",22,45,415,,,
18,133,18,109,IN,"Morgan County",19,47,483,,,
18,133,18,081,IN,"Johnson County",18,38,530,,,
18,133,18,105,IN,"Monroe County",17,38,497,,,
18,133,18,011,IN,"Boone County",10,24,334,,,
18,133,58,000,SS,"Other Flows - Same State",90,174,2532,,,
18,133,59,000,DS,"Other Flows - Diff State",211,454,6424,,,
18,133,59,001,DS,"Other Flows - Northeast",11,18,443,,,
18,133,59,003,DS,"Other Flows - Midwest",88,190,2701,,,
18,133,59,005,DS,"Other Flows - South",73,153,1970,,,
18,133,59,007,DS,"Other Flows - West",39,93,1310,,,
18,135,96,000,IN,"Randolph County Tot Mig-US & For",599,1338,14309,,,
18,135,97,000,IN,"Randolph County Tot Mig-US",599,1338,14309,,,
18,135,97,001,IN,"Randolph County Tot Mig-Same St",359,791,9684,,,
18,135,97,003,IN,"Randolph County Tot Mig-Diff St",240,547,4625,,,
18,135,18,135,IN,"Randolph County Non-Migrants",9687,22248,294947,,,
18,135,18,035,IN,"Delaware County",119,268,4323,,,
18,135,39,037,OH,"Darke County",76,175,1371,,,
18,135,18,177,IN,"Wayne County",72,181,1494,,,
18,135,18,075,IN,"Jay County",49,103,1162,,,
18,135,18,065,IN,"Henry County",24,57,504,,,
18,135,18,097,IN,"Marion County",18,31,398,,,
18,135,18,095,IN,"Madison County",11,18,249,,,
18,135,18,009,IN,"Blackford County",10,20,167,,,
18,135,39,113,OH,"Montgomery County",10,18,171,,,
18,135,58,000,SS,"Other Flows - Same State",56,113,1388,,,
18,135,59,000,DS,"Other Flows - Diff State",154,354,3083,,,
18,135,59,001,DS,"Other Flows - Northeast",11,16,276,,,
18,135,59,003,DS,"Other Flows - Midwest",58,125,1232,,,
18,135,59,005,DS,"Other Flows - South",59,150,976,,,
18,135,59,007,DS,"Other Flows - West",26,63,600,,,
18,137,96,000,IN,"Ripley County Tot Mig-US & For",394,852,9543,,,
18,137,97,000,IN,"Ripley County Tot Mig-US",394,852,9543,,,
18,137,97,001,IN,"Ripley County Tot Mig-Same St",264,548,6314,,,
18,137,97,003,IN,"Ripley County Tot Mig-Diff St",130,304,3229,,,
18,137,18,137,IN,"Ripley County Non-Migrants",5140,12363,161385,,,
18,137,18,029,IN,"Dearborn County",91,197,2176,,,
18,137,18,047,IN,"Franklin County",59,116,1305,,,
18,137,18,031,IN,"Decatur County",34,75,795,,,
18,137,39,061,OH,"Hamilton County",33,88,1061,,,
18,137,18,077,IN,"Jefferson County",16,32,291,,,
18,137,18,115,IN,"Ohio County",11,21,298,,,
18,137,18,079,IN,"Jennings County",10,20,183,,,
18,137,18,097,IN,"Marion County",10,22,391,,,
18,137,39,017,OH,"Butler County",10,20,183,,,
18,137,58,000,SS,"Other Flows - Same State",33,65,874,,,
18,137,59,000,DS,"Other Flows - Diff State",87,196,1985,,,
18,139,96,000,IN,"Rush County Tot Mig-US & For",390,837,10134,,,
18,139,97,000,IN,"Rush County Tot Mig-US",390,837,10134,,,
18,139,97,001,IN,"Rush County Tot Mig-Same St",322,685,8403,,,
18,139,97,003,IN,"Rush County Tot Mig-Diff St",68,152,1732,,,
18,139,18,139,IN,"Rush County Non-Migrants",5677,13236,181746,,,
18,139,18,097,IN,"Marion County",57,116,1790,,,
18,139,18,041,IN,"Fayette County",53,108,1119,,,
18,139,18,145,IN,"Shelby County",49,106,1310,,,
18,139,18,065,IN,"Henry County",34,66,828,,,
18,139,18,059,IN,"Hancock County",27,62,759,,,
18,139,18,031,IN,"Decatur County",24,48,527,,,
18,139,18,047,IN,"Franklin County",15,35,448,,,
18,139,58,000,SS,"Other Flows - Same State",63,144,1623,,,
18,139,59,000,DS,"Other Flows - Diff State",68,152,1732,,,
18,141,96,000,IN,"St Joseph Count Tot Mig-US & For",5166,9860,154586,,,
18,141,97,000,IN,"St Joseph Count Tot Mig-US",4923,9582,153244,,,
18,141,97,001,IN,"St Joseph Count Tot Mig-Same St",1840,3350,49115,,,
18,141,97,003,IN,"St Joseph Count Tot Mig-Diff St",3083,6232,104130,,,
18,141,98,000,IN,"St Joseph Count Tot Mig-Foreign",243,278,1341,,,
18,141,18,141,IN,"St Joseph Count Non-Migrants",89429,196988,3523438,,,
18,141,18,039,IN,"Elkhart County",640,1142,16243,,,
18,141,26,021,MI,"Berrien County",349,632,8453,,,
18,141,18,091,IN,"La Porte County",207,379,5555,,,
18,141,18,099,IN,"Marshall County",191,340,4567,,,
18,141,17,031,IL,"Cook County",180,338,5773,,,
18,141,26,027,MI,"Cass County",140,265,4285,,,
18,141,18,097,IN,"Marion County",125,204,3914,,,
18,141,18,089,IN,"Lake County",95,188,3043,,,
18,141,18,003,IN,"Allen County",85,168,2389,,,
18,141,18,127,IN,"Porter County",54,110,1393,,,
18,141,06,037,CA,"Los Angeles County",50,96,1308,,,
18,141,18,149,IN,"Starke County",50,89,761,,,
18,141,26,077,MI,"Kalamazoo County",46,90,1346,,,
18,141,18,085,IN,"Kosciusko County",44,73,1144,,,
18,141,18,157,IN,"Tippecanoe County",38,65,1268,,,
18,141,26,081,MI,"Kent County",34,71,1160,,,
18,141,04,013,AZ,"Maricopa County",33,71,1295,,,
18,141,17,043,IL,"Du Page County",32,74,2063,,,
18,141,18,105,IN,"Monroe County",32,59,859,,,
18,141,39,049,OH,"Franklin County",31,63,1366,,,
18,141,06,073,CA,"San Diego County",30,49,629,,,
18,141,26,125,MI,"Oakland County",30,56,1263,,,
18,141,18,035,IN,"Delaware County",29,46,608,,,
18,141,26,163,MI,"Wayne County",29,65,1221,,,
18,141,39,095,OH,"Lucas County",28,68,1301,,,
18,141,48,201,TX,"Harris County",24,51,775,,,
18,141,39,035,OH,"Cuyahoga County",23,35,664,,,
18,141,06,059,CA,"Orange County",21,43,769,,,
18,141,27,053,MN,"Hennepin County",21,33,599,,,
18,141,29,189,MO,"St Louis County",21,42,1085,,,
18,141,12,103,FL,"Pinellas County",19,34,340,,,
18,141,26,161,MI,"Washtenaw County",19,30,568,,,
18,141,26,149,MI,"St Joseph County",18,36,546,,,
18,141,48,113,TX,"Dallas County",18,32,536,,,
18,141,57,005,FR,"Foreign - APO/FPO ZIPs",18,29,287,,,
18,141,12,057,FL,"Hillsborough County",17,36,461,,,
18,141,26,065,MI,"Ingham County",17,29,562,,,
18,141,26,159,MI,"Van Buren County",17,36,277,,,
18,141,32,003,NV,"Clark County",17,25,293,,,
18,141,39,113,OH,"Montgomery County",17,38,691,,,
18,141,55,079,WI,"Milwaukee County",17,39,498,,,
18,141,06,065,CA,"Riverside County",16,45,792,,,
18,141,18,167,IN,"Vigo County",16,22,637,,,
18,141,42,003,PA,"Allegheny County",16,30,840,,,
18,141,18,057,IN,"Hamilton County",15,33,651,,,
18,141,18,067,IN,"Howard County",15,30,476,,,
18,141,26,049,MI,"Genesee County",15,28,570,,,
18,141,26,099,MI,"Macomb County",15,31,632,,,
18,141,21,067,KY,"Fayette County",14,29,658,,,
18,141,39,061,OH,"Hamilton County",14,24,645,,,
18,141,12,071,FL,"Lee County",13,17,123,,,
18,141,17,111,IL,"Mchenry County",13,34,460,,,
18,141,18,049,IN,"Fulton County",13,16,255,,,
18,141,31,055,NE,"Douglas County",13,26,539,,,
18,141,48,029,TX,"Bexar County",13,29,296,,,
18,141,06,001,CA,"Alameda County",12,25,445,,,
18,141,12,011,FL,"Broward County",12,20,491,,,
18,141,12,025,FL,"Dade County",12,32,149,,,
18,141,18,087,IN,"Lagrange County",12,23,224,,,
18,141,48,215,TX,"Hidalgo County",12,35,153,,,
18,141,55,025,WI,"Dane County",12,24,375,,,
18,141,06,071,CA,"San Bernardino Count",11,33,222,,,
18,141,08,041,CO,"El Paso County",11,23,200,,,
18,141,12,099,FL,"Palm Beach County",11,20,435,,,
18,141,12,115,FL,"Sarasota County",11,17,440,,,
18,141,17,089,IL,"Kane County",11,22,560,,,
18,141,18,053,IN,"Grant County",11,25,344,,,
18,141,18,069,IN,"Huntington County",11,25,332,,,
18,141,48,439,TX,"Tarrant County",11,18,1183,,,
18,141,12,095,FL,"Orange County",10,16,132,,,
18,141,13,121,GA,"Fulton County",10,19,252,,,
18,141,17,097,IL,"Lake County",10,26,325,,,
18,141,17,197,IL,"Will County",10,34,230,,,
18,141,26,015,MI,"Barry County",10,24,206,,,
18,141,35,001,NM,"Bernalillo County",10,21,178,,,
18,141,36,067,NY,"Onondaga County",10,16,396,,,
18,141,48,061,TX,"Cameron County",10,24,104,,,
18,141,53,033,WA,"King County",10,16,272,,,
18,141,58,000,SS,"Other Flows - Same State",157,313,4453,,,
18,141,59,000,DS,"Other Flows - Diff State",1427,2997,51694,,,
18,141,59,001,DS,"Other Flows - Northeast",226,493,10806,,,
18,141,59,003,DS,"Other Flows - Midwest",457,919,16245,,,
18,141,59,005,DS,"Other Flows - South",566,1190,19078,,,
18,141,59,007,DS,"Other Flows - West",178,395,5565,,,
18,141,57,009,FR,"Foreign - Other flows",225,249,1054,,,
18,143,96,000,IN,"Scott County Tot Mig-US & For",499,1077,12040,,,
18,143,97,000,IN,"Scott County Tot Mig-US",499,1077,12040,,,
18,143,97,001,IN,"Scott County Tot Mig-Same St",317,708,7258,,,
18,143,97,003,IN,"Scott County Tot Mig-Diff St",182,369,4782,,,
18,143,18,143,IN,"Scott County Non-Migrants",7472,16926,222331,,,
18,143,18,019,IN,"Clark County",89,197,2276,,,
18,143,18,071,IN,"Jackson County",61,148,1197,,,
18,143,18,077,IN,"Jefferson County",55,134,1192,,,
18,143,21,111,KY,"Jefferson County",21,43,668,,,
18,143,18,175,IN,"Washington County",17,48,442,,,
18,143,18,043,IN,"Floyd County",16,28,439,,,
18,143,18,079,IN,"Jennings County",13,19,261,,,
18,143,18,097,IN,"Marion County",12,27,282,,,
18,143,18,005,IN,"Bartholomew County",11,24,274,,,
18,143,58,000,SS,"Other Flows - Same State",43,83,896,,,
18,143,59,000,DS,"Other Flows - Diff State",161,326,4114,,,
18,145,96,000,IN,"Shelby County Tot Mig-US & For",905,1894,26315,,,
18,145,97,000,IN,"Shelby County Tot Mig-US",905,1894,26315,,,
18,145,97,001,IN,"Shelby County Tot Mig-Same St",704,1470,20465,,,
18,145,97,003,IN,"Shelby County Tot Mig-Diff St",201,424,5850,,,
18,145,18,145,IN,"Shelby County Non-Migrants",13395,30684,482252,,,
18,145,18,097,IN,"Marion County",276,574,9106,,,
18,145,18,059,IN,"Hancock County",79,162,2123,,,
18,145,18,031,IN,"Decatur County",70,160,1705,,,
18,145,18,081,IN,"Johnson County",63,132,1881,,,
18,145,18,139,IN,"Rush County",53,108,1196,,,
18,145,18,005,IN,"Bartholomew County",29,56,793,,,
18,145,18,095,IN,"Madison County",13,29,225,,,
18,145,18,047,IN,"Franklin County",10,23,388,,,
18,145,18,065,IN,"Henry County",10,19,219,,,
18,145,58,000,SS,"Other Flows - Same State",101,207,2829,,,
18,145,59,000,DS,"Other Flows - Diff State",201,424,5850,,,
18,147,96,000,IN,"Spencer County Tot Mig-US & For",462,1040,12555,,,
18,147,97,000,IN,"Spencer County Tot Mig-US",462,1040,12555,,,
18,147,97,001,IN,"Spencer County Tot Mig-Same St",299,668,8156,,,
18,147,97,003,IN,"Spencer County Tot Mig-Diff St",163,372,4399,,,
18,147,18,147,IN,"Spencer County Non-Migrants",6901,16836,228658,,,
18,147,18,037,IN,"Dubois County",66,158,1901,,,
18,147,18,173,IN,"Warrick County",62,152,1905,,,
18,147,18,123,IN,"Perry County",55,113,1338,,,
18,147,18,163,IN,"Vanderburgh County",44,86,1161,,,
18,147,21,059,KY,"Daviess County",33,82,774,,,
18,147,58,000,SS,"Other Flows - Same State",72,159,1851,,,
18,147,59,000,DS,"Other Flows - Diff State",130,290,3624,,,
18,147,59,001,DS,"Other Flows - Northeast",11,21,270,,,
18,147,59,003,DS,"Other Flows - Midwest",30,68,1156,,,
18,147,59,005,DS,"Other Flows - South",71,156,1618,,,
18,147,59,007,DS,"Other Flows - West",18,45,581,,,
18,149,96,000,IN,"Starke County Tot Mig-US & For",952,2146,20314,,,
18,149,97,000,IN,"Starke County Tot Mig-US",952,2146,20314,,,
18,149,97,001,IN,"Starke County Tot Mig-Same St",780,1779,16752,,,
18,149,97,003,IN,"Starke County Tot Mig-Diff St",172,367,3562,,,
18,149,18,149,IN,"Starke County Non-Migrants",7566,18096,209742,,,
18,149,18,091,IN,"La Porte County",155,347,2682,,,
18,149,18,099,IN,"Marshall County",147,304,2717,,,
18,149,18,131,IN,"Pulaski County",88,233,2169,,,
18,149,18,127,IN,"Porter County",79,164,2735,,,
18,149,18,141,IN,"St Joseph County",77,182,1282,,,
18,149,18,089,IN,"Lake County",63,167,2204,,,
18,149,17,031,IL,"Cook County",43,99,1294,,,
18,149,18,017,IN,"Cass County",32,72,422,,,
18,149,18,049,IN,"Fulton County",27,60,447,,,
18,149,18,073,IN,"Jasper County",22,48,464,,,
18,149,18,039,IN,"Elkhart County",16,35,245,,,
18,149,18,085,IN,"Kosciusko County",14,30,226,,,
18,149,18,113,IN,"Noble County",11,22,184,,,
18,149,58,000,SS,"Other Flows - Same State",49,115,976,,,
18,149,59,000,DS,"Other Flows - Diff State",129,268,2268,,,
18,151,96,000,IN,"Steuben County Tot Mig-US & For",985,1948,36278,,,
18,151,97,000,IN,"Steuben County Tot Mig-US",974,1936,36207,,,
18,151,97,001,IN,"Steuben County Tot Mig-Same St",480,947,22701,,,
18,151,97,003,IN,"Steuben County Tot Mig-Diff St",494,989,13506,,,
18,151,98,000,IN,"Steuben County Tot Mig-Foreign",11,12,71,,,
18,151,18,151,IN,"Steuben County Non-Migrants",10732,24380,400096,,,
18,151,18,003,IN,"Allen County",151,290,13118,,,
18,151,18,033,IN,"De Kalb County",128,262,4202,,,
18,151,26,023,MI,"Branch County",72,126,1430,,,
18,151,18,087,IN,"Lagrange County",41,85,994,,,
18,151,39,171,OH,"Williams County",39,68,844,,,
18,151,18,113,IN,"Noble County",37,80,924,,,
18,151,26,059,MI,"Hillsdale County",24,52,485,,,
18,151,39,095,OH,"Lucas County",19,37,471,,,
18,151,18,089,IN,"Lake County",14,25,351,,,
18,151,18,039,IN,"Elkhart County",13,35,653,,,
18,151,39,039,OH,"Defiance County",13,22,235,,,
18,151,17,031,IL,"Cook County",11,18,-49,,,
18,151,26,149,MI,"St Joseph County",11,27,227,,,
18,151,58,000,SS,"Other Flows - Same State",96,170,2460,,,
18,151,59,000,DS,"Other Flows - Diff State",305,639,9862,,,
18,151,59,001,DS,"Other Flows - Northeast",30,63,715,,,
18,151,59,003,DS,"Other Flows - Midwest",154,336,5575,,,
18,151,59,005,DS,"Other Flows - South",92,172,2067,,,
18,151,59,007,DS,"Other Flows - West",29,68,1504,,,
18,151,57,009,FR,"Foreign - Other flows",11,12,71,,,
18,153,96,000,IN,"Sullivan County Tot Mig-US & For",332,708,7584,,,
18,153,97,000,IN,"Sullivan County Tot Mig-US",332,708,7584,,,
18,153,97,001,IN,"Sullivan County Tot Mig-Same St",233,496,5363,,,
18,153,97,003,IN,"Sullivan County Tot Mig-Diff St",99,212,2221,,,
18,153,18,153,IN,"Sullivan County Non-Migrants",6734,15617,206721,,,
18,153,18,167,IN,"Vigo County",87,202,2193,,,
18,153,18,055,IN,"Greene County",41,83,966,,,
18,153,18,021,IN,"Clay County",19,45,137,,,
18,153,18,083,IN,"Knox County",19,31,484,,,
18,153,18,097,IN,"Marion County",10,17,219,,,
18,153,58,000,SS,"Other Flows - Same State",57,118,1364,,,
18,153,59,000,DS,"Other Flows - Diff State",99,212,2221,,,
18,155,96,000,IN,"Switzerland Cou Tot Mig-US & For",197,424,4715,,,
18,155,97,000,IN,"Switzerland Cou Tot Mig-US",197,424,4715,,,
18,155,97,001,IN,"Switzerland Cou Tot Mig-Same St",114,263,2712,,,
18,155,97,003,IN,"Switzerland Cou Tot Mig-Diff St",83,161,2002,,,
18,155,18,155,IN,"Switzerland Cou Non-Migrants",2239,5377,61306,,,
18,155,18,077,IN,"Jefferson County",30,66,478,,,
18,155,18,029,IN,"Dearborn County",24,63,599,,,
18,155,18,115,IN,"Ohio County",18,49,460,,,
18,155,39,061,OH,"Hamilton County",16,37,500,,,
18,155,58,000,SS,"Other Flows - Same State",42,85,1175,,,
